Player,Team,Position,PTS_final,REB_final,AST_final,PTS_adj,REB_adj,AST_adj,PTS_bonus,REB_bonus,AST_bonus,TS%,eFG%,USG_proxy,MPG
Toumani Camara,POR,F,13.214692173913049,5.317714285714287,2.574,13.348173913043482,5.371428571428572,2.6,0.0,0.0,0.0,0.574,0.5680473372781065,0.1417460317460318,34.019047619047626
Brice Sensabaugh,UTA,F,15.253460869565222,3.4508571428571435,1.923428571428572,15.40753623188406,3.485714285714286,1.9428571428571428,0.0,0.0,0.0,0.679,0.6631205673758865,0.0979761904761904,23.51428571428572
Payton Pritchard,BOS,G,14.177783850931675,4.054285714285714,3.4131428571428573,14.320993788819877,4.095238095238095,3.447619047619048,0.0,0.0,0.0,0.585,0.5769230769230769,0.1224206349206349,29.38095238095238
Tim Hardaway Jr.,DET,G,12.70112198757764,2.4891428571428573,1.5557142857142856,12.829416149068322,2.5142857142857142,1.5714285714285714,0.0,0.0,0.0,0.594,0.5480769230769231,0.1154761904761904,27.714285714285715
Obi Toppin,IND,F,14.32618136645963,4.139142857142859,1.838571428571429,14.47089026915114,4.180952380952382,1.8571428571428568,0.0,0.0,0.0,0.67,0.6595744680851063,0.0883333333333333,21.200000000000003
Justin Edwards,PHI,G,11.163805714285717,3.648857142857143,1.857428571428572,11.276571428571431,3.685714285714286,1.8761904761904764,0.0,0.0,0.0,0.529,0.5111731843575419,0.1227380952380952,29.45714285714286
Keon Johnson,BRK,G,12.362021366459627,3.978857142857143,2.8097142857142847,12.486890269151138,4.019047619047619,2.8380952380952373,0.0,0.0,0.0,0.572,0.5493827160493827,0.108531746031746,26.047619047619047
Moritz Wagner,ORL,F-C,14.443325217391308,5.053714285714286,1.6122857142857143,14.58921739130435,5.104761904761905,1.6285714285714288,0.0,0.0,0.0,0.642,0.6287878787878788,0.0791666666666666,19.0
Kevin Porter Jr.,MIL,G,12.73590111801242,4.261714285714287,3.9222857142857146,12.86454658385093,4.3047619047619055,3.961904761904762,0.0,0.0,0.0,0.597,0.5413793103448276,0.0898015873015873,21.55238095238096
Jeff Dowtin,PHI,G,11.695544347826088,1.7442857142857144,2.3477142857142854,11.813681159420293,1.761904761904762,2.371428571428571,0.0,0.0,0.0,0.649,0.6312056737588653,0.0809523809523809,19.428571428571427
Jerami Grant,POR,F,11.551639751552797,3.4320000000000004,2.064857142857143,11.66832298136646,3.466666666666667,2.085714285714286,0.0,0.0,0.0,0.505,0.4396551724137931,0.1346031746031746,32.30476190476191
Gary Trent Jr.,MIL,G,13.40201739130435,2.055428571428572,1.3482857142857143,13.537391304347826,2.0761904761904764,1.361904761904762,0.0,0.0,0.0,0.588,0.5490196078431373,0.115079365079365,27.61904761904762
Isaiah Joe,OKC,G,14.66656099378882,2.790857142857143,1.998857142857144,14.81470807453416,2.8190476190476192,2.0190476190476194,0.0,0.0,0.0,0.711,0.6954887218045113,0.0978968253968253,23.495238095238093
Aaron Wiggins,OKC,G,13.480430310559006,4.356,1.942285714285714,13.616596273291924,4.4,1.9619047619047616,0.0,0.0,0.0,0.543,0.5287356321839081,0.1045238095238095,25.08571428571428
Jared Butler,PHI,G,10.78913888198758,2.328857142857144,4.912285714285715,10.898120082815735,2.352380952380953,4.961904761904762,0.0,0.0,0.0,0.538,0.5087209302325582,0.105515873015873,25.323809523809523
Tristan Vukcevic,WAS,F-C,11.07319304347826,4.29,1.1785714285714284,11.18504347826087,4.333333333333333,1.1904761904761902,0.0,0.0,0.0,0.567,0.5348101265822784,0.0732936507936507,17.59047619047619
Scotty Pippen Jr.,MEM,G,12.460144099378883,3.177428571428572,4.563428571428572,12.586004140786752,3.2095238095238097,4.60952380952381,0.0,0.0,0.0,0.628,0.6007194244604317,0.0966666666666666,23.200000000000003
Scoot Henderson,POR,G,10.905003726708074,3.0077142857142856,4.686,11.015155279503103,3.038095238095238,4.733333333333333,0.0,0.0,0.0,0.489,0.449438202247191,0.1114285714285714,26.742857142857144
Adem Bona,PHI,F-C,12.821643726708077,6.524571428571429,0.8014285714285714,12.951155279503109,6.59047619047619,0.8095238095238094,0.0,0.0,0.0,0.722,0.7094017094017094,0.0974999999999999,23.4
Nick Smith Jr.,CHO,G,12.004555527950314,2.4891428571428573,3.356571428571429,12.125813664596276,2.5142857142857142,3.390476190476191,0.0,0.0,0.0,0.558,0.5274390243902439,0.1114682539682539,26.75238095238096
Isaiah Collier,UTA,G,11.718435279503106,3.846857142857143,7.080857142857145,11.8368033126294,3.8857142857142857,7.1523809523809545,0.0,0.0,0.0,0.551,0.5066225165562914,0.1264285714285714,30.342857142857145
Rui Hachimura,LAL,F,14.530937142857146,4.469142857142858,1.254,14.677714285714288,4.514285714285714,1.2666666666666666,0.0,0.0,0.0,0.621,0.6076388888888888,0.1278968253968253,30.69523809523809
Keegan Murray,SAC,F,12.670032298136649,5.930571428571429,1.395428571428572,12.79801242236025,5.990476190476191,1.4095238095238098,0.0,0.0,0.0,0.564,0.5568862275449101,0.1402380952380952,33.65714285714286
Keldon Johnson,SAS,G,12.146377639751556,5.251714285714287,2.130857142857143,12.269068322981369,5.3047619047619055,2.1523809523809523,0.0,0.0,0.0,0.531,0.4878787878787878,0.1012301587301587,24.295238095238098
Tari Eason,HOU,F,12.25396173913044,6.39257142857143,1.668857142857143,12.377739130434785,6.457142857142858,1.685714285714286,0.0,0.0,0.0,0.567,0.5445859872611465,0.1109920634920634,26.63809523809524
Bilal Coulibaly,WAS,F,10.872208695652176,4.723714285714284,3.271714285714286,10.982028985507249,4.77142857142857,3.304761904761905,0.0,0.0,0.0,0.518,0.4909090909090909,0.1355952380952381,32.542857142857144
Klay Thompson,DAL,G-F,12.576845217391307,3.234,1.9705714285714284,12.70388405797102,3.2666666666666666,1.9904761904761905,0.0,0.0,0.0,0.539,0.5119760479041916,0.1123809523809524,26.97142857142857
Tre Jones,CHI,G,11.82116571428572,2.979428571428572,4.789714285714287,11.940571428571433,3.00952380952381,4.838095238095239,0.0,0.0,0.0,0.653,0.624031007751938,0.0984126984126984,23.61904761904762
Daniel Gafford,DAL,C-F,14.637734161490684,7.599428571428572,1.6877142857142855,14.7855900621118,7.676190476190476,1.7047619047619047,0.0,0.0,0.0,0.692,0.6727272727272727,0.0986507936507936,23.67619047619048
Jonathan Kuminga,GSW,F,13.170517267080749,4.412571428571429,2.3382857142857145,13.30355279503106,4.457142857142857,2.361904761904762,0.0,0.0,0.0,0.526,0.4620689655172413,0.0972222222222222,23.33333333333333
Nikola Jovic,MIA,G-F,12.939984596273291,3.960000000000001,3.6111428571428568,13.070691511387164,4.000000000000001,3.647619047619047,0.0,0.0,0.0,0.617,0.6,0.1217857142857142,29.228571428571428
Al Horford,BOS,C-F,10.887032049689443,7.392000000000001,2.460857142857143,10.997002070393377,7.466666666666668,2.4857142857142858,0.0,0.0,0.0,0.596,0.5694444444444444,0.1214285714285714,29.142857142857142
Davion Mitchell,MIA,G,11.752148571428574,2.875714285714286,5.393142857142858,11.870857142857146,2.9047619047619047,5.447619047619049,0.0,0.0,0.0,0.611,0.585820895522388,0.1340079365079365,32.161904761904765
Trendon Watford,BRK,F,10.958148074534158,3.818571428571428,3.224571428571429,11.068836438923393,3.8571428571428568,3.2571428571428576,0.0,0.0,0.0,0.563,0.5145985401459854,0.0969047619047619,23.257142857142856
Isaiah Hartenstein,OKC,F,12.171810186335405,8.98542857142857,3.337714285714286,12.294757763975156,9.076190476190476,3.371428571428572,0.0,0.0,0.0,0.628,0.6076923076923076,0.1101984126984127,26.44761904761905
Ayo Dosunmu,CHI,G,12.789734161490683,2.9417142857142857,4.440857142857142,12.918923395445136,2.9714285714285715,4.485714285714285,0.0,0.0,0.0,0.59,0.5704225352112676,0.1274206349206349,30.580952380952382
Kel'el Ware,MIA,C,11.479720248447206,10.07914285714286,1.1408571428571432,11.59567701863354,10.180952380952382,1.1523809523809527,0.0,0.0,0.0,0.619,0.6167883211678832,0.1144047619047619,27.45714285714286
Johnny Juzang,UTA,G,10.885900621118012,3.0737142857142854,1.32,10.995859213250515,3.1047619047619044,1.3333333333333333,0.0,0.0,0.0,0.565,0.5487012987012987,0.0959523809523809,23.02857142857143
Jose Alvarado,NOP,G,9.646117267080744,2.5645714285714285,5.082000000000001,9.743552795031055,2.59047619047619,5.133333333333334,0.0,0.0,0.0,0.489,0.4651162790697674,0.1097619047619047,26.342857142857145
Donte DiVincenzo,MIN,G,12.893612422360247,3.724285714285714,3.724285714285714,13.023850931677018,3.7619047619047614,3.7619047619047614,0.0,0.0,0.0,0.589,0.5844594594594594,0.1055555555555555,25.33333333333333
Bub Carrington,WAS,G,10.369788819875778,4.572857142857144,5.421428571428572,10.474534161490684,4.61904761904762,5.476190476190476,0.0,0.0,0.0,0.51,0.4909090909090909,0.1313492063492063,31.52380952380953
Naz Reid,MIN,F,12.8587349068323,6.505714285714287,2.866285714285714,12.988621118012423,6.571428571428572,2.895238095238095,0.0,0.0,0.0,0.548,0.538961038961039,0.1183730158730158,28.40952380952381
Jrue Holiday,BOS,G,10.757573664596276,4.290000000000001,4.026000000000001,10.866236024844724,4.333333333333334,4.066666666666667,0.0,0.0,0.0,0.577,0.5513698630136986,0.1302380952380952,31.257142857142856
Guerschon Yabusele,PHI,F-C,11.561724223602488,5.996571428571428,2.442,11.678509316770189,6.057142857142857,2.4666666666666663,0.0,0.0,0.0,0.57,0.5471014492753623,0.122063492063492,29.295238095238098
Corey Kispert,WAS,G-F,12.151985590062116,2.8474285714285714,1.7914285714285716,12.274732919254662,2.876190476190476,1.809523809523809,0.0,0.0,0.0,0.603,0.5740740740740741,0.1048015873015873,25.152380952380955
Dennis Schroder,DET,G,9.73881242236025,2.7060000000000004,5.346,9.837184265010352,2.7333333333333334,5.4,0.0,0.0,0.0,0.512,0.4195804195804196,0.1114682539682539,26.75238095238095
Ausar Thompson,DET,G,11.226821366459632,5.402571428571429,2.574,11.340223602484476,5.457142857142857,2.6,0.0,0.0,0.0,0.558,0.5182481751824818,0.1032936507936508,24.79047619047619
Orlando Robinson,TOR,F,9.228128198757766,6.807428571428571,2.3854285714285712,9.321341614906832,6.876190476190476,2.409523809523809,0.0,0.0,0.0,0.537,0.5034013605442177,0.0957142857142857,22.97142857142857
Jordan Hawkins,NOP,G,10.196959006211182,3.2057142857142864,1.3765714285714288,10.299958592132509,3.2380952380952386,1.3904761904761906,0.0,0.0,0.0,0.527,0.5064935064935064,0.1031349206349206,24.75238095238096
D'Angelo Russell,BRK,G,10.037509565217391,2.772,5.261142857142858,10.138898550724637,2.8000000000000003,5.314285714285714,0.0,0.0,0.0,0.476,0.4431137724550898,0.1037698412698412,24.904761904761905
Fred VanVleet,HOU,G,10.38602236024845,3.0171428571428573,4.95,10.490931677018636,3.047619047619048,5.0,0.0,0.0,0.0,0.491,0.4570552147239264,0.145079365079365,34.81904761904762
Luguentz Dort,OKC,G,11.91799304347826,3.9317142857142855,1.5462857142857145,12.0383768115942,3.971428571428571,1.5619047619047617,0.0,0.0,0.0,0.637,0.6455223880597015,0.124563492063492,29.89523809523809
Duncan Robinson,MIA,G-F,12.096939130434782,1.7725714285714285,1.6405714285714283,12.219130434782608,1.7904761904761903,1.6571428571428568,0.0,0.0,0.0,0.63,0.6153846153846154,0.0978571428571428,23.485714285714284
Jeremy Sochan,SAS,F-G,10.348652422360251,5.176285714285715,2.1591428571428573,10.453184265010355,5.228571428571429,2.180952380952381,0.0,0.0,0.0,0.559,0.5328467153284672,0.0990079365079365,23.761904761904763
Karlo Matković,NOP,F-C,12.205851428571432,5.742000000000001,1.2822857142857145,12.32914285714286,5.800000000000001,1.2952380952380953,0.0,0.0,0.0,0.667,0.6541666666666667,0.0925396825396825,22.20952380952381
Santi Aldama,MEM,F,11.314777639751554,5.430857142857144,3.224571428571429,11.429068322981369,5.485714285714287,3.2571428571428576,0.0,0.0,0.0,0.561,0.5460992907801419,0.1109920634920634,26.63809523809524
Khris Middleton,WAS,F-G,11.13529043478261,3.620571428571429,3.564000000000001,11.24776811594203,3.6571428571428575,3.600000000000001,0.0,0.0,0.0,0.553,0.4963235294117647,0.0954761904761904,22.91428571428572
Antonio Reeves,NOP,G,9.632982857142858,1.536857142857143,1.1597142857142857,9.730285714285715,1.5523809523809524,1.1714285714285713,0.0,0.0,0.0,0.621,0.6031746031746031,0.078531746031746,18.847619047619048
Ziaire Williams,BRK,F,11.32681341614907,4.271142857142857,1.1974285714285715,11.441225672877849,4.314285714285714,1.2095238095238094,0.0,0.0,0.0,0.596,0.5692307692307692,0.1101587301587301,26.43809523809524
Julian Champagnie,SAS,F,10.129729192546584,3.818571428571429,1.6122857142857143,10.232049689440991,3.857142857142857,1.6285714285714288,0.0,0.0,0.0,0.572,0.5335820895522388,0.0943650793650793,22.64761904761905
Ryan Dunn,PHO,F,7.705520496894411,4.365428571428572,0.5091428571428573,7.783354037267081,4.40952380952381,0.5142857142857145,0.0,0.0,0.0,0.528,0.5230263157894737,0.0898809523809523,21.571428571428573
Nic Claxton,BRK,C,12.08018086956522,7.212857142857143,2.5362857142857145,12.202202898550729,7.285714285714285,2.5619047619047617,0.0,0.0,0.0,0.634,0.65,0.1147619047619047,27.54285714285714
Justin Champagnie,WAS,F,10.498082981366464,7.429714285714287,0.9805714285714286,10.604124223602488,7.504761904761905,0.9904761904761904,0.0,0.0,0.0,0.608,0.5984251968503937,0.1081349206349206,25.95238095238096
Kyshawn George,WAS,G,9.55106086956522,4.80857142857143,2.951142857142857,9.64753623188406,4.857142857142858,2.980952380952381,0.0,0.0,0.0,0.53,0.506896551724138,0.115515873015873,27.723809523809525
Ja'Kobe Walter,TOR,G,9.321659627329195,3.762000000000001,1.753714285714286,9.415817805383028,3.800000000000001,1.7714285714285718,0.0,0.0,0.0,0.544,0.4890510948905109,0.0984126984126984,23.61904761904762
Bogdan Bogdanovic,LAC,G,13.160973913043478,3.120857142857143,3.3942857142857137,13.29391304347826,3.1523809523809523,3.428571428571428,0.0,0.0,0.0,0.686,0.6651785714285714,0.1022619047619047,24.54285714285714
Sam Hauser,BOS,F,11.689460869565218,3.432,0.7542857142857143,11.80753623188406,3.4666666666666663,0.7619047619047619,0.0,0.0,0.0,0.67,0.6666666666666666,0.1009920634920635,24.23809523809524
Jaden McDaniels,MIN,F,11.9049898136646,5.836285714285715,2.234571428571429,12.025242236024846,5.895238095238096,2.2571428571428576,0.0,0.0,0.0,0.537,0.5174825174825175,0.1311507936507936,31.476190476190474
Anthony Black,ORL,G,9.785430559006215,3.3282857142857143,2.772,9.884273291925467,3.361904761904762,2.8000000000000003,0.0,0.0,0.0,0.549,0.5147058823529411,0.0974603174603174,23.3904761904762
Walker Kessler,UTA,C,10.803667080745344,12.804000000000004,1.8008571428571432,10.912795031055904,12.933333333333335,1.8190476190476192,0.0,0.0,0.0,0.556,0.5625,0.1239285714285714,29.742857142857144
Miles McBride,NYK,G,8.363520000000001,2.583428571428572,3.205714285714285,8.448,2.6095238095238096,3.2380952380952377,0.0,0.0,0.0,0.483,0.475,0.1137698412698413,27.30476190476191
Georges Niang,ATL,F,11.541817639751557,2.3760000000000003,1.3294285714285716,11.658401656314703,2.4000000000000004,1.342857142857143,0.0,0.0,0.0,0.596,0.5852713178294574,0.0904761904761904,21.714285714285715
Cole Anthony,ORL,G,11.293542857142857,3.837428571428572,3.186857142857143,11.407619047619043,3.876190476190476,3.219047619047619,0.0,0.0,0.0,0.565,0.515625,0.0965873015873016,23.180952380952384
Gradey Dick,TOR,G,9.831294409937891,4.007142857142858,1.3105714285714287,9.93060041407868,4.047619047619048,1.323809523809524,0.0,0.0,0.0,0.52,0.4781021897810219,0.1138492063492063,27.323809523809523
Ricky Council IV,PHI,G,7.453753043478262,4.337142857142858,1.7725714285714291,7.52904347826087,4.380952380952381,1.7904761904761908,0.0,0.0,0.0,0.474,0.4035714285714286,0.0905952380952381,21.742857142857144
Jamal Shead,TOR,G,8.054640000000001,2.036571428571429,5.412000000000001,8.136000000000001,2.0571428571428574,5.466666666666667,0.0,0.0,0.0,0.483,0.4503311258278146,0.0987301587301587,23.695238095238096
Max Strus,CLE,G,11.61040844720497,4.374857142857143,3.3000000000000003,11.72768530020704,4.419047619047619,3.333333333333333,0.0,0.0,0.0,0.649,0.6327433628318584,0.1099603174603174,26.3904761904762
Yves Missi,NOP,C,9.70063900621118,8.334857142857143,1.3765714285714288,9.798625258799172,8.41904761904762,1.3904761904761904,0.0,0.0,0.0,0.584,0.5648148148148148,0.110079365079365,26.419047619047618
Ochai Agbaji,TOR,G,10.133467826086957,3.743142857142857,1.2162857142857144,10.23582608695652,3.780952380952381,1.2285714285714286,0.0,0.0,0.0,0.588,0.5736434108527132,0.0999603174603174,23.990476190476187
Dorian Finney-Smith,LAL,F,10.694656397515528,3.818571428571429,1.7160000000000002,10.802683229813663,3.857142857142857,1.7333333333333334,0.0,0.0,0.0,0.671,0.6666666666666666,0.1291269841269841,30.990476190476187
Jusuf Nurkic,CHO,C,9.08487950310559,6.024857142857144,2.564571428571429,9.176645962732918,6.085714285714286,2.5904761904761906,0.0,0.0,0.0,0.57,0.5491803278688525,0.0747222222222222,17.933333333333334
Josh Hart,NYK,G,10.94480049689441,9.051428571428572,6.477428571428572,11.05535403726708,9.142857142857142,6.542857142857144,0.0,0.0,0.0,0.531,0.5111940298507462,0.1552380952380952,37.25714285714286
Jalen Wilson,BRK,F,9.042377142857148,3.3754285714285714,1.7160000000000006,9.133714285714287,3.4095238095238094,1.7333333333333338,0.0,0.0,0.0,0.552,0.5120967741935484,0.0925793650793651,22.219047619047625
Sandro Mamukelashvili,SAS,C-F,9.236654906832303,4.101428571428572,1.056,9.32995445134576,4.142857142857144,1.0666666666666669,0.0,0.0,0.0,0.607,0.5826086956521739,0.0638492063492063,15.323809523809524
Kelly Olynyk,NOP,C-F,10.00104149068323,4.8745714285714286,3.460285714285715,10.102062111801242,4.923809523809524,3.495238095238096,0.0,0.0,0.0,0.591,0.5373831775700935,0.0993650793650793,23.847619047619048
Nick Richards,PHO,F-C,10.611422608695657,7.599428571428572,0.5185714285714287,10.718608695652176,7.6761904761904765,0.5238095238095238,0.0,0.0,0.0,0.642,0.6181818181818182,0.0913492063492063,21.923809523809524
KJ Simpson,CHO,G,7.178930683229816,3.347142857142857,3.4131428571428577,7.2514451345755715,3.3809523809523805,3.447619047619048,0.0,0.0,0.0,0.457,0.4308176100628931,0.1107936507936508,26.590476190476195
Cason Wallace,OKC,G,10.710398012422363,3.234,2.668285714285714,10.81858385093168,3.2666666666666666,2.695238095238095,0.0,0.0,0.0,0.636,0.6238938053097345,0.1152777777777777,27.666666666666668
Andrew Nembhard,IND,G,8.778377142857146,3.5922857142857145,4.818,8.867047619047622,3.628571428571429,4.866666666666666,0.0,0.0,0.0,0.529,0.4961538461538461,0.1249206349206349,29.98095238095238
Wendell Carter Jr.,ORL,C,9.585610434782607,7.1657142857142855,1.4331428571428568,9.682434782608697,7.238095238095237,1.4476190476190474,0.0,0.0,0.0,0.567,0.5336134453781513,0.1117460317460317,26.81904761904762
Gary Payton II,GSW,G,10.691999999999998,3.234,1.32,10.799999999999995,3.266666666666666,1.3333333333333333,0.0,0.0,0.0,0.69,0.6875,0.0718650793650793,17.247619047619047
Jaden Hardy,DAL,G,9.914003478260868,1.5557142857142856,1.5651428571428574,10.01414492753623,1.5714285714285712,1.580952380952381,0.0,0.0,0.0,0.572,0.5512820512820513,0.0693253968253968,16.638095238095236
Ryan Rollins,MIL,G,9.505590559006215,2.3477142857142863,2.913428571428572,9.601606625258803,2.371428571428572,2.942857142857143,0.0,0.0,0.0,0.661,0.6421568627450981,0.0788095238095238,18.91428571428572
Moses Moody,GSW,G,9.333744596273297,3.0831428571428576,1.5180000000000005,9.4280248447205,3.1142857142857148,1.5333333333333337,0.0,0.0,0.0,0.517,0.4810606060606061,0.1117857142857143,26.82857142857143
Tyus Jones,PHO,G,9.521053416149073,2.366571428571429,3.9411428571428577,9.617225672877847,2.390476190476191,3.9809523809523815,0.0,0.0,0.0,0.608,0.5982905982905983,0.0908333333333333,21.8
Max Christie,DAL,G,9.6419850931677,4.120285714285714,2.1214285714285714,9.739378881987577,4.161904761904762,2.142857142857143,0.0,0.0,0.0,0.537,0.4833333333333333,0.1201984126984126,28.847619047619045
Alex Caruso,OKC,G,9.77977341614907,3.168,2.498571428571428,9.87855900621118,3.2,2.523809523809524,0.0,0.0,0.0,0.642,0.5969387755102041,0.0811507936507936,19.476190476190474
Nickeil Alexander-Walker,MIN,G,9.947126459627327,3.7525714285714287,3.168,10.04760248447205,3.7904761904761903,3.2,0.0,0.0,0.0,0.568,0.5136363636363637,0.1090079365079365,26.16190476190476
Derrick Jones Jr.,LAC,F,10.620523229813664,2.866285714285714,0.6411428571428572,10.727801242236026,2.895238095238095,0.6476190476190476,0.0,0.0,0.0,0.627,0.6067961165048543,0.0964285714285714,23.142857142857142
Brandon Clarke,MEM,F,10.61120944099379,5.072571428571427,1.150285714285714,10.7183933747412,5.1238095238095225,1.1619047619047616,0.0,0.0,0.0,0.653,0.6326530612244898,0.0794841269841269,19.07619047619048
Jamison Battle,TOR,F,7.684859627329195,3.432000000000001,0.8674285714285714,7.7624844720496915,3.4666666666666672,0.8761904761904762,0.0,0.0,0.0,0.535,0.5267175572519084,0.0973412698412698,23.361904761904764
Terance Mann,ATL,G-F,9.826440745341614,2.9982857142857138,1.763142857142857,9.925697722567286,3.028571428571428,1.7809523809523806,0.0,0.0,0.0,0.614,0.5909090909090909,0.0926587301587301,22.23809523809524
Bruce Brown,NOP,G-F,7.833913043478261,4.073142857142858,2.423142857142857,7.913043478260869,4.114285714285715,2.447619047619048,0.0,0.0,0.0,0.525,0.496,0.1020238095238095,24.485714285714288
Grayson Allen,PHO,G,10.362442732919256,2.621142857142857,2.206285714285714,10.467113871635611,2.6476190476190475,2.228571428571428,0.0,0.0,0.0,0.622,0.58,0.0941666666666666,22.6
Lonzo Ball,CHI,G,7.750384099378883,3.582857142857143,2.998285714285715,7.828670807453417,3.619047619047619,3.028571428571429,0.0,0.0,0.0,0.516,0.4923664122137404,0.1002380952380952,24.057142857142857
Buddy Hield,GSW,G-F,9.760424347826088,3.168,1.386,9.859014492753625,3.2,1.4,0.0,0.0,0.0,0.574,0.5470085470085471,0.089563492063492,21.495238095238097
Zach Edey,MEM,C,9.79266186335404,9.372,1.159714285714286,9.891577639751556,9.466666666666669,1.1714285714285717,0.0,0.0,0.0,0.636,0.6,0.0949603174603174,22.79047619047619
Alec Burks,MIA,G,9.260004968944102,2.630571428571429,1.1220000000000003,9.35354037267081,2.657142857142857,1.1333333333333335,0.0,0.0,0.0,0.624,0.6146788990825688,0.0773015873015873,18.55238095238096
Tyrese Martin,BRK,G,8.223222857142861,3.3660000000000005,2.6965714285714286,8.306285714285718,3.4000000000000004,2.723809523809524,0.0,0.0,0.0,0.529,0.5118110236220472,0.0958730158730158,23.009523809523813
Marcus Smart,WAS,G,8.991774409937886,1.9894285714285715,2.8851428571428563,9.082600414078671,2.009523809523809,2.9142857142857137,0.0,0.0,0.0,0.563,0.5321100917431193,0.0801190476190476,19.228571428571428
Kentavious Caldwell-Pope,ORL,G,10.495492173913044,2.687142857142857,1.6971428571428568,10.60150724637681,2.714285714285714,1.714285714285714,0.0,0.0,0.0,0.698,0.6774193548387096,0.1190873015873015,28.580952380952382
Eric Gordon,PHI,G-F,9.195562732919257,1.3954285714285717,2.0460000000000003,9.288447204968945,1.4095238095238096,2.066666666666667,0.0,0.0,0.0,0.67,0.648936170212766,0.0904365079365079,21.704761904761902
Richaun Holmes,WAS,C-F,10.113085714285711,6.166285714285715,1.499142857142857,10.215238095238094,6.2285714285714295,1.5142857142857142,0.0,0.0,0.0,0.713,0.6538461538461539,0.075595238095238,18.142857142857142
Luke Kornet,BOS,C-F,9.61878260869565,5.742,1.612285714285714,9.715942028985506,5.8,1.6285714285714283,0.0,0.0,0.0,0.7,0.6976744186046512,0.0857539682539682,20.580952380952382
Chris Paul,SAS,G,8.49712695652174,3.0171428571428573,5.836285714285713,8.582956521739131,3.0476190476190474,5.895238095238095,0.0,0.0,0.0,0.597,0.5879629629629629,0.1084523809523809,26.02857142857143
DaQuan Jeffries,CHO,G-F,7.37593043478261,3.0925714285714285,1.3011428571428572,7.450434782608696,3.123809523809524,1.3142857142857145,0.0,0.0,0.0,0.54,0.521551724137931,0.1099603174603174,26.3904761904762
Dereck Lively II,DAL,C,10.851088695652177,7.222285714285714,2.281714285714286,10.960695652173914,7.295238095238095,2.304761904761905,0.0,0.0,0.0,0.728,0.7195121951219512,0.0944047619047619,22.65714285714285
Keon Ellis,SAC,G,11.052384596273292,3.1020000000000003,1.9422857142857144,11.164024844720496,3.1333333333333333,1.9619047619047616,0.0,0.0,0.0,0.711,0.6904761904761905,0.1196031746031745,28.704761904761902
Mike Conley,MIN,G,9.409812670807456,2.451428571428571,4.723714285714285,9.504861283643892,2.476190476190476,4.771428571428571,0.0,0.0,0.0,0.632,0.6052631578947368,0.1048809523809523,25.17142857142857
Kai Jones,DAL,F-C,10.190334409937888,3.950571428571428,0.7448571428571429,10.29326708074534,3.99047619047619,0.7523809523809524,0.0,0.0,0.0,0.856,0.8602941176470589,0.058095238095238,13.942857142857145
Brandon Boston Jr.,NOP,G-F,8.704916273291927,2.7060000000000004,1.159714285714286,8.792844720496895,2.7333333333333334,1.1714285714285717,0.0,0.0,0.0,0.533,0.5,0.0839285714285714,20.142857142857142
Kessler Edwards,DAL,F,7.765289440993789,4.110857142857143,1.395428571428572,7.843726708074534,4.152380952380953,1.4095238095238098,0.0,0.0,0.0,0.655,0.6382978723404256,0.0890079365079365,21.361904761904764
Chris Boucher,TOR,F,9.651577639751554,4.506857142857144,0.6505714285714288,9.749068322981367,4.552380952380953,0.6571428571428574,0.0,0.0,0.0,0.6,0.58,0.0688492063492063,16.523809523809526
Jarace Walker,IND,F,8.27546534161491,2.790857142857143,1.433142857142857,8.35905590062112,2.8190476190476192,1.4476190476190476,0.0,0.0,0.0,0.699,0.6875,0.0624206349206349,14.980952380952385
